SCORE_HCP4,SCORE_HEST,SCORE_HFI4,SCORE_HIPA,SCORE_HIPN,SCORE_HRM5,SCORE_HSV4,SCORE_HVA4,MENSAGEM_TIPO_REGISTRO,produtor,lancamento,segmento,score,categoria_risco_score,endereco_cep,endereco_estado,endereco_cidade,nascimento,idade,modalidade,total_financiado,quantidade_parcelas,dia_semana_compra,mes_compra,dia_mes_compra,compra_fim_semana,valor_parcela,tem_bureau,qtd_scores_bureau,media_scores_bureau,razao_hipa_hipn,risco_ord,pedido_id
680,3,677,99,100,4489.0,647,624,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,301.0,Medio,56000000,PE,Cidade_4573,1968-04-16,57,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,914.875,0.9801980198019802,1,1998476
625,1,625,2,98,12588.0,625,625,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,475.0,Medio,45028-440,BA,Cidade_5852,1975-12-30,50,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,1898.625,0.0202020202020202,1,1998484
567,5,591,99,0,2638.0,566,546,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,311.0,Medio,13172-210,SP,Cidade_4984,1967-07-25,58,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,626.5,99.0,1,1998488
572,5,548,99,53,4729.0,570,594,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,340.0,Medio,22740-360,RJ,Cidade_4446,1985-05-12,40,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,896.25,1.8333333333333333,1,1998490
604,4,532,99,60,1810.0,586,576,APTOS,Produtor_0261,Lancamento_3286,Mentoria,328.0,Medio,18103-020,SP,Cidade_4970,1978-12-16,47,Credito Acessivel,534.54,6.0,5.0,1,31,1,89.08999999999999,1,8,533.875,1.6229508196721312,1,1996216
608,4,625,99,100,5132.0,604,566,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,408.0,Medio,35040-867,MG,Cidade_2031,1990-11-13,35,Credito Acessivel,1034.36,2.0,5.0,1,31,1,517.18,1,8,967.25,0.9801980198019802,1,1998436
625,4,625,99,100,3587.0,625,608,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,349.0,Medio,38200350,MG,Cidade_1914,1972-10-22,53,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,784.125,0.9801980198019802,1,1998419
601,2,605,99,998,1847.0,592,612,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,168.0,Alto,12125-600,SP,Cidade_5572,1972-04-03,53,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,669.5,0.0990990990990991,2,1998351
578,1,547,99,72,2903.0,546,536,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,287.0,Outros,29105-670,ES,Cidade_5822,1973-12-30,52,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,660.25,1.356164383561644,-1,1998338
625,1,625,99,998,7448.0,625,621,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,338.0,Medio,85580-000,PR,Cidade_2491,1988-03-25,37,Credito Acessivel,1085.04,6.0,5.0,1,31,1,180.84,1,8,1380.25,0.0990990990990991,1,1998066
495,1,529,99,100,787.0,530,538,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,114.0,Alto,70760-513,DF,Cidade_0764,1996-08-30,29,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,384.875,0.9801980198019802,2,1998568
625,1,625,99,100,1585.0,613,625,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,437.0,Medio,45821-260,BA,Cidade_1789,2000-03-19,25,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,534.125,0.9801980198019802,1,1998516
749,7,688,99,74,6840.0,659,628,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,678.0,Baixo,65915-060,MA,Cidade_2316,1991-06-01,34,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,1218.0,1.32,0,1998463
563,3,548,99,75,1519.0,530,585,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,306.0,Medio,35560-000,MG,Cidade_4810,2001-12-15,24,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,490.25,1.3026315789473684,1,1998458
605,10,664,2,100,11486.0,643,657,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,825.0,Baixo,68901-335,AP,Cidade_3028,1963-05-29,62,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,1770.875,0.0198019801980198,0,1998088
616,6,605,99,998,1626.0,603,594,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,277.0,Alto,45920-000,BA,Cidade_3575,1981-07-12,44,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,643.375,0.0990990990990991,2,1998461
657,1,672,99,998,3741.0,634,628,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,501.0,Medio,03716-120,SP,Cidade_5362,1979-07-13,46,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,928.75,0.0990990990990991,1,1998470
643,6,654,99,98,4291.0,634,655,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,644.0,Medio,76926-000,RO,Cidade_3285,1971-10-24,54,Credito Acessivel,2988.0,12.0,5.0,1,31,1,249.0,1,8,885.0,1.0,1,1997830
568,4,470,99,54,6775.0,553,548,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,257.0,Alto,21021-590,RJ,Cidade_4446,1980-06-28,45,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,1133.875,1.8,2,1998152
713,8,692,2,83,11777.0,661,668,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,226.0,Alto,81280-350,PR,Cidade_1555,1975-08-12,50,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,1825.5,0.0238095238095238,2,1998581
716,1,743,99,51,2936.0,677,664,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,642.0,Medio,29216-150,ES,Cidade_2097,1984-07-13,41,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,735.875,1.9038461538461533,1,1998317
559,4,511,99,0,2709.0,547,542,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,493.0,Medio,44840-000,BA,Cidade_5455,1995-04-06,30,Credito Acessivel,1110.96,8.0,5.0,1,31,1,138.87,1,8,621.375,99.0,1,1998401
747,1,786,99,100,7353.0,740,680,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,864.0,Baixo,98870-000,RS,Cidade_1974,1978-06-28,47,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,1313.25,0.9801980198019802,0,1998473
706,5,717,99,99,2709.0,685,719,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,483.0,Medio,18732-230,SP,Cidade_2561,1980-04-25,45,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,717.375,0.99,1,1998103
606,5,561,99,75,1869.0,536,484,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,417.0,Medio,22471-270,RJ,Cidade_4446,1970-06-14,55,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,529.375,1.3026315789473684,1,1998453
593,1,503,99,23,1476.0,549,547,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,228.0,Alto,65800-000,MA,Cidade_0513,1986-03-21,39,Credito Acessivel,1059.48,4.0,5.0,1,31,1,264.87,1,8,473.875,4.125,2,1997959
625,6,625,99,94,2322.0,625,625,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,866.0,Baixo,21031680,RJ,Cidade_4446,1964-12-10,61,Credito Acessivel,1059.48,4.0,5.0,1,31,1,264.87,1,8,627.625,1.0421052631578946,0,1998406
597,1,528,99,33,3527.0,539,605,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,355.0,Medio,64020-390,PI,Cidade_5498,1978-11-27,47,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,741.125,2.911764705882353,1,1998294
674,7,760,2,96,12405.0,692,624,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,441.0,Medio,07141-080,SP,Cidade_2115,1967-02-06,58,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,1907.5,0.0206185567010309,1,1998433
586,3,539,99,74,500.0,540,555,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,320.0,Medio,77700000,TO,Cidade_2107,1972-01-02,54,Credito Acessivel,1097.95,7.0,5.0,1,31,1,156.85,1,8,362.0,1.32,1,1998459
513,1,549,99,76,5575.0,516,462,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,536.0,Medio,66033-230,PA,Cidade_0627,1988-03-18,37,Credito Acessivel,1150.6,11.0,5.0,1,31,1,104.6,1,8,973.875,1.2857142857142858,1,1998579
593,3,585,2,78,19829.0,574,515,APTOS,Produtor_2291,Lancamento_1756,Outros,836.0,Baixo,68515-000,PA,Cidade_3822,1976-09-15,49,Credito Acessivel,1713.11,7.0,5.0,1,31,1,244.73,1,8,2772.375,0.0253164556962025,0,1992786
571,5,539,2,93,8659.0,549,535,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,470.0,Medio,36033-340,MG,Cidade_2795,1977-09-25,48,Credito Acessivel,1150.6,11.0,5.0,1,31,1,104.6,1,8,1369.125,0.0212765957446808,1,1998567
554,10,609,99,98,1953.0,585,552,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,579.0,Medio,13186-642,SP,Cidade_2161,1981-02-19,44,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,557.5,1.0,1,1998057
568,2,634,2,34,14108.0,632,603,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,839.0,Baixo,98300-000,RS,Cidade_3757,1982-07-08,43,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,2072.875,0.0571428571428571,0,1998075
672,1,672,99,93,1590.0,654,673,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,633.0,Medio,65052-735,MA,Cidade_5338,1999-08-02,26,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,556.75,1.053191489361702,1,1998104
669,8,713,2,100,13548.0,693,726,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,873.0,Baixo,06343-000,SP,Cidade_1154,1989-04-29,36,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,2057.375,0.0198019801980198,0,1998506
672,9,730,99,100,1813.0,706,651,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,892.0,Baixo,12970000,SP,Cidade_4028,1960-07-10,65,Credito Acessivel,1034.36,2.0,5.0,1,31,1,517.18,1,8,597.5,0.9801980198019802,0,1998165
689,6,696,99,77,6439.0,668,680,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,529.0,Medio,24210-440,RJ,Cidade_3468,1982-10-21,43,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,1169.25,1.2692307692307692,1,1998602
625,3,552,2,92,1929.0,559,555,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,333.0,Medio,18380007,SP,Cidade_4368,1971-05-16,54,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,539.625,0.021505376344086,1,1998598
610,5,683,99,77,2292.0,652,634,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,695.0,Baixo,35900-034,MG,Cidade_2416,1979-03-10,46,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,631.5,1.2692307692307692,0,1998502
603,5,561,99,47,2094.0,569,572,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,352.0,Medio,24725-229,RJ,Cidade_5283,1992-02-04,33,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,568.75,2.0625,1,1998565
679,1,644,99,92,2028.0,631,646,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,512.0,Medio,76240-000,GO,Cidade_0301,1991-10-17,34,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,602.5,1.064516129032258,1,1998389
493,2,551,99,49,2546.0,536,551,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,287.0,Outros,29946-200,ES,Cidade_5344,1995-08-18,30,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,603.375,1.98,-1,1998592
562,5,578,99,80,2343.0,567,537,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,174.0,Alto,76963802,RO,Cidade_0930,1971-02-12,54,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,596.375,1.2222222222222223,2,1998627
480,2,388,99,54,11720.0,462,473,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,198.0,Alto,29843-000,ES,Cidade_5818,1996-08-24,29,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,1709.75,1.8,2,1998538
625,2,625,99,100,3469.0,625,625,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,303.0,Medio,13504-162,SP,Cidade_4413,1980-01-05,46,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,771.25,0.9801980198019802,1,1998426
504,2,607,99,100,2187.0,628,718,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,864.0,Baixo,89910-000,SC,Cidade_1618,2002-01-12,24,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,605.625,0.9801980198019802,0,1998616
585,1,545,99,92,4514.0,545,546,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,459.0,Medio,77805-120,TO,Cidade_0312,1996-04-04,29,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,865.875,1.064516129032258,1,1998580
491,1,510,99,75,2256.0,554,532,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,368.0,Medio,21070-240,RJ,Cidade_4446,1980-03-24,45,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,564.75,1.3026315789473684,1,1998177
591,1,606,99,60,4423.0,583,609,APTOS,Produtor_2273,Lancamento_4843,Outros,224.0,Alto,41190130,BA,Cidade_4592,1980-09-11,45,Credito Acessivel,882.35,5.0,5.0,1,31,1,176.47,1,8,871.5,1.6229508196721312,2,1998576
657,4,737,99,100,5031.0,708,714,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,724.0,Baixo,5619000,SP,Cidade_5362,1966-10-15,59,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,1006.25,0.9801980198019802,0,1998390
625,6,625,2,90,5275.0,625,625,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,265.0,Alto,11070-103,SP,Cidade_4822,1973-12-25,52,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,984.125,0.0219780219780219,2,1997987
625,9,624,99,100,11886.0,625,625,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,434.0,Medio,54410-390,PE,Cidade_2631,1965-06-17,60,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,1824.125,0.9801980198019802,1,1998542
575,2,648,2,99,16306.0,633,674,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,287.0,Outros,76940-000,RO,Cidade_4468,1979-06-19,46,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,2367.375,0.02,-1,1998537
749,1,740,99,84,3507.0,705,716,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,864.0,Baixo,89883-000,SC,Cidade_5949,1982-06-21,43,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,825.125,1.1647058823529413,0,1998589
625,1,625,99,94,1200.0,625,592,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,306.0,Medio,12238-535,SP,Cidade_5309,1996-02-23,29,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,482.625,1.0421052631578946,1,1998543
669,1,687,99,100,1701.0,667,683,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,783.0,Baixo,15980-130,SP,Cidade_1650,2006-04-26,19,Credito Acessivel,1046.88,3.0,5.0,1,31,1,348.96000000000004,1,8,575.875,0.9801980198019802,0,1998363
625,1,625,99,100,2384.0,625,624,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,408.0,Medio,04657-000,SP,Cidade_5362,1967-09-13,58,Credito Acessivel,1034.36,2.0,5.0,1,31,1,517.18,1,8,635.375,0.9801980198019802,1,1998455
552,6,554,99,72,6306.0,529,532,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,160.0,Alto,68500-594,PA,Cidade_3112,1997-08-30,28,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,1081.25,1.356164383561644,2,1998176
625,2,661,99,95,2378.0,650,634,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,610.0,Medio,35931110,MG,Cidade_2783,1993-07-18,32,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,643.0,1.03125,1,1998651
718,9,671,99,93,5403.0,667,628,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,595.0,Medio,61925-210,CE,Cidade_3117,1981-01-30,45,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,1036.0,1.053191489361702,1,1998252
626,1,629,99,78,2907.0,541,576,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,453.0,Medio,88715-000,SC,Cidade_2668,1972-12-07,53,Credito Acessivel,1097.95,7.0,5.0,1,31,1,156.85,1,8,682.125,1.2531645569620251,1,1998615
625,1,625,2,91,17151.0,623,599,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,519.0,Medio,95560-000,RS,Cidade_5558,1988-10-01,37,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,2464.625,0.0217391304347826,1,1998660
625,2,623,99,98,1460.0,623,567,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,336.0,Medio,64079040,PI,Cidade_5498,1985-04-30,40,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,512.125,1.0,1,1998145
616,7,625,2,100,10706.0,625,618,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,410.0,Medio,65390-000,MA,Cidade_4667,1972-09-10,53,Credito Acessivel,1059.48,4.0,5.0,1,31,1,264.87,1,8,1662.375,0.0198019801980198,1,1998219
511,1,510,99,100,4455.0,527,449,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,188.0,Alto,88135-835,SC,Cidade_3745,1988-08-29,37,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,831.5,0.9801980198019802,2,1998664
579,3,593,99,100,2311.0,611,650,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,740.0,Baixo,68440-000,PA,Cidade_0043,1998-05-30,27,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,618.25,0.9801980198019802,0,1998566
577,3,631,99,93,1705.0,639,712,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,882.0,Baixo,38610-322,MG,Cidade_5687,1963-11-04,62,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,557.375,1.053191489361702,0,1998381
751,3,755,2,100,6613.0,722,737,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,585.0,Medio,18500-664,SP,Cidade_2892,1966-09-02,59,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,1210.375,0.0198019801980198,1,1998486
586,6,540,99,0,6253.0,552,573,APTOS,Produtor_1292,Lancamento_1755,Outros,256.0,Alto,3262030,SP,Cidade_5362,1982-07-03,43,Credito Acessivel,2775.0,12.0,5.0,1,31,1,231.25,1,8,1076.125,99.0,2,1998245
625,1,617,99,100,500.0,620,625,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,414.0,Medio,14404-600,SP,Cidade_1893,1982-08-01,43,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,398.375,0.9801980198019802,1,1998643
625,5,625,99,100,5364.0,625,608,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,401.0,Medio,45055-380,BA,Cidade_5852,1968-10-20,57,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,1006.375,0.9801980198019802,1,1998586
660,5,710,99,89,3905.0,682,679,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,707.0,Baixo,40221225,BA,Cidade_4592,1974-11-15,51,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,853.625,1.1,0,1998624
611,3,625,2,83,2598.0,615,621,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,167.0,Alto,57490-000,AL,Cidade_5939,1973-03-02,52,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,644.75,0.0238095238095238,2,1998274
599,2,619,99,100,1622.0,584,535,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,158.0,Alto,26281-040,RJ,Cidade_3525,1990-09-27,35,Credito Acessivel,1085.04,6.0,5.0,1,31,1,180.84,1,8,520.0,0.9801980198019802,2,1998593
773,3,661,2,98,11181.0,619,603,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,287.0,Outros,37640-234,MG,Cidade_1794,1980-11-27,45,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,1742.5,0.0202020202020202,-1,1998619
565,2,476,99,0,3901.0,530,519,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,252.0,Alto,77020-072,TO,Cidade_3750,1991-08-15,34,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,761.5,99.0,2,1998269
625,7,625,99,97,3470.0,625,625,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,482.0,Medio,31560-112,MG,Cidade_0618,1961-11-22,64,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,771.625,1.010204081632653,1,1998533
608,1,658,2,100,2253.0,673,681,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,493.0,Medio,43820-250,BA,Cidade_1075,1985-01-24,41,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,622.0,0.0198019801980198,1,1998638
500,1,487,99,82,1925.0,489,471,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,2.0,Alto,38015-290,MG,Cidade_5662,1992-04-03,33,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,506.75,1.1927710843373494,2,1998685
515,2,513,99,18,1805.0,528,537,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,171.0,Alto,66113-060,PA,Cidade_0627,1983-06-27,42,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,502.125,5.2105263157894735,2,1998439
572,3,518,99,93,4432.0,581,585,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,230.0,Alto,08460-240,SP,Cidade_5362,1994-01-28,32,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,860.375,1.053191489361702,2,1998690
552,1,524,99,100,966.0,553,510,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,518.0,Medio,69059557,AM,Cidade_3082,1997-10-17,28,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,413.125,0.9801980198019802,1,1998573
676,3,695,2,95,1532.0,617,594,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,303.0,Medio,05021-001,SP,Cidade_5362,1999-01-26,27,Credito Acessivel,1059.48,4.0,5.0,1,31,1,264.87,1,8,526.75,0.0208333333333333,1,1998648
576,1,553,99,17,4604.0,536,516,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,471.0,Medio,75709460,GO,Cidade_1226,1983-07-11,42,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,862.75,5.5,1,1998454
657,7,703,99,100,1467.0,669,696,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,603.0,Medio,63138-000,CE,Cidade_1497,1984-07-01,41,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,549.75,0.9801980198019802,1,1998646
532,1,534,99,100,1987.0,517,454,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,277.0,Alto,17210-837,SP,Cidade_2725,1996-12-14,29,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,528.0,0.9801980198019802,2,1998193
738,1,775,2,95,17277.0,727,682,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,845.0,Baixo,12327-673,SP,Cidade_2642,1979-07-17,46,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,2537.125,0.0208333333333333,0,1998649
509,2,489,2,98,6703.0,524,472,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,317.0,Medio,65068-420,MA,Cidade_5338,1987-04-29,38,Credito Acessivel,1150.6,11.0,5.0,1,31,1,104.6,1,8,1099.875,0.0202020202020202,1,1998603
605,1,593,99,99,3462.0,598,569,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,364.0,Medio,96600-000,RS,Cidade_1086,1983-02-22,42,Credito Acessivel,1150.6,11.0,5.0,1,31,1,104.6,1,8,753.25,0.99,1,1998309
625,3,625,99,93,2941.0,625,625,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,377.0,Medio,95555000,RS,Cidade_1141,1979-02-07,46,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,704.5,1.053191489361702,1,1998380
636,3,764,2,98,5481.0,706,741,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,892.0,Baixo,99300000,RS,Cidade_4961,1974-08-26,51,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,1053.875,0.0202020202020202,0,1998590
566,10,652,99,100,2491.0,648,732,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,719.0,Baixo,22795090,RJ,Cidade_4446,1972-06-20,53,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,662.25,0.9801980198019802,0,1998417
534,1,567,99,44,2869.0,510,470,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,236.0,Alto,26082-190,RJ,Cidade_3525,1998-03-25,27,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,636.75,2.2,2,1998621
606,1,579,99,0,1806.0,567,544,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,203.0,Alto,41301-595,BA,Cidade_4592,1992-10-19,33,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,525.25,99.0,2,1998166
586,2,525,2,99,4689.0,625,625,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,465.0,Medio,55016-360,PE,Cidade_1201,1959-09-19,66,Credito Acessivel,1097.95,7.0,5.0,1,31,1,156.85,1,8,894.125,0.02,1,1998498
679,1,690,99,100,1486.0,639,660,APTOS,Produtor_1790,Lancamento_0492,Autodesenvolvimento,602.0,Medio,56309-634,PE,Cidade_3968,1981-10-21,44,Credito Acessivel,1164.0,12.0,5.0,1,31,1,97.0,1,8,544.25,0.9801980198019802,1,1997923
